出表日期,基金代號,基金簡稱,基金類型,基金中文名稱,基金英文名稱,標的指數/追蹤指數名稱,標的指數是否為客製化或需揭露相關資訊之指數,股票及債券投資比例說明,是否設有績效指標,績效指標中文名稱,績效指標英文名稱,是否包含國外成分股,基金統一編號,成立日期,上市日期,基金經理人,經理公司總機,經理公司地址,經理公司董事長,經理公司發言人,經理公司總經理,經理公司代理發言人,總代理人,發行單位數/轉換數,保管機構,保管機構電話,保管機構地址,備註,date
1150517,00891,中信關鍵半導體,國內成分證券指數股票型基金,中國信託臺灣ESG永續關鍵半導體ETF證券投資信託基金,CTBC Taiwan ESG Leading Semiconductor ETF,NYSE FactSet 臺灣ESG永續關鍵半導體指數,是,不適用,不適用,不適用,不適用,否,88182265,1100520,1100528,張圭慧,(02)2652-6688,台北市南港區經貿二路188號12樓,陳金榮,陳正華,陳正華,黃伊芃,,1676590000,永豐商業銀行股份有限公司,(02)2505-9999,臺北市中山區南京東路3段36號,,2026-05-18
1150517,00892,富邦台灣半導體,國內成分證券指數股票型基金,富邦台灣核心半導體ETF證券投資信託基金,Fubon ICE FactSet Taiwan Core Semiconductor ETF,NYSE FactSet台灣核心半導體指數,是,不適用,不適用,不適用,不適用,否,88183736,1100602,1100610,陳又又吉,(02)8771-6688,台北市敦化南路一段108號8樓,黃昭棠,黃昭棠,呂其倫,呂其倫,,265792000,中國信託商業銀行股份有限公司,(02)2381-8890,台北市中正區重慶南路一段77號4樓,,2026-05-18
1150517,00893,國泰智能電動車,國外成分證券指數股票型基金,國泰全球智能電動車ETF證券投資信託基金,Cathay Global Autonomous EV ETF,NYSE FactSet 全球智能電動車指數,是,不適用,不適用,不適用,不適用,是,88185256,1100621,1100701,游凱卉,(02)2700-8399,台北市大安區敦化南路二段39號6樓,李偉正,鄭立誠,張雍川,陳麗萍,國泰證券投資信託股份有限公司,375884000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-18
1150517,00894,中信小資高價30,國內成分證券指數股票型基金,中國信託特選小資高價30ETF證券投資信託基金,CTBC TIP Customized Investor Movement Aristocrats 30ETF,臺灣指數公司特選小資高價30指數,是,不適用,不適用,不適用,不適用,否,88195183,1100805,1100813,韓聖弘,(02)2652-6688,台北市南港區經貿二路188號12樓,陳金榮,陳正華,陳正華,黃伊芃,,152009000,合作金庫商業銀行股份有限公司,(02)2173-8888,臺北市松山區長安東路二段225號,,2026-05-18
1150517,00895,富邦未來車,國外成分證券指數股票型基金,富邦未來車ETF證券投資信託基金,Fubon MSCI ACWI IMI Select Future Mobility Top 30 Capped ETF,MSCI ACWI IMI 精選未來車30指數,是,不適用,不適用,不適用,不適用,是,88194950,1100802,1100812,王素珍,(02)8771-6688,台北市敦化南路一段108號8樓,黃昭棠,黃昭棠,呂其倫,呂其倫,,155416000,中國信託商業銀行股份有限公司,(02)2381-8890,台北市中正區重慶南路一段77號4樓,,2026-05-18
1150517,00896,中信綠能及電動車,國內成分證券指數股票型基金,中國信託臺灣綠能及電動車ETF證券投資信託基金,CTBC TIP Customized Taiwan Green Energy and Electric Vehicles ETF,臺灣指數公司特選臺灣上市上櫃綠能及電動車指數,是,不適用,不適用,不適用,不適用,否,88231049,1100909,1100916,張苡琤,(02)2652-6688,台北市南港區經貿二路188號12樓,陳金榮,陳正華,陳正華,黃伊芃,,271380000,永豐商業銀行股份有限公司,(02)2505-9999,臺北市中山區南京東路3段36號,,2026-05-18
1150517,00897,富邦基因免疫生技,國外成分證券指數股票型基金,富邦基因免疫生技ETF證券投資信託基金,Fubon NYSE FactSet Global Genomics and Immuno Biopharma ETF,NYSE FactSet 全球基因免疫生技指數,否,不適用,不適用,不適用,不適用,是,88234242,1100924,1101004,陳婉寧,(02)8771-6688,台北市敦化南路一段108號8樓,黃昭棠,黃昭棠,呂其倫,呂其倫,,153512000,永豐商業銀行股份有限公司,(02)2517-3336,台北市中山區南京東路三段36號3樓,,2026-05-18
1150517,00898,國泰全球基因免疫與醫療革命ETF基金,國外成分證券指數股票型基金,國泰全球基因免疫與醫療革命ETF證券投資信託基金,Solactive Global Genomics Immunology and medical revolution index,Solactive全球基因免疫與醫療革命指數,是,不適用,不適用,不適用,不適用,是,88237803,1101111,1101122,林淑娟,(02)2700-8399,台北市大安區敦化南路二段39號6樓,李偉正,鄭立誠,張雍川,陳麗萍,國泰證券投資信託股份有限公司,160476000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-18
1150517,00899,FT潔淨能源(原名:富蘭克林潔淨能源),國外成分證券指數股票型基金,富蘭克林華美全球潔淨能源ETF證券投資信託基金,Franklin Templeton SinoAm Global Clean Energy ETF,標普全球潔淨能源精選指數,是,不適用,不適用,不適用,不適用,是,88251656,1110112,1110121,江明鴻,(02)2781-9599,106台北市大安區忠孝東路四段87號12樓,黃書明,王亞立,王亞立,無,,16635000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-18
1150517,00900,富邦特選高股息30,國內成分證券指數股票型基金,富邦特選台灣高股息30 ETF證券投資信託基金,Fubon Taiwan Index high dividend 30 ETF,臺灣指數公司特選臺灣上市上櫃高股息30指數,是,不適用,不適用,不適用,不適用,否,88254540,1101214,1101222,黃煜翔,(02)8771-6688,台北市敦化南路一段108號8樓,黃昭棠,黃昭棠,呂其倫,呂其倫,,1850525000,永豐商業銀行股份有限公司,(02)2517-3336,台北市中山區南京東路三段36號3樓,,2026-05-18
1150517,00901,永豐智能車供應鏈,國內成分證券指數股票型基金,永豐台灣智能車供應鏈ETF證券投資信託基金,SinoPac Taiwan Electric Vehicle Supply Chain ETF,臺灣指數公司特選上市上櫃臺灣智能車供應鏈聯盟指數,是,不適用,不適用,不適用,不適用,否,88255098,1101206,1101215,王茗冠,(02)2361-8110,100台北市博愛路17號13樓及14樓,陳思寬,陳傳毅,濮樂偉,王麗君,,65849000,永豐證券投資信託股份有限公司,(02)2361-8110,100台北市博愛路17號13樓及14樓,,2026-05-18
1150517,00902,中信電池及儲能,國外成分證券指數股票型基金,中國信託電池及儲能科技ETF證券投資信託基金,CTBC Battery and Energy Storage Technology ETF,NYSE FactSet 電池與儲能科技指數,是,不適用,不適用,不適用,不適用,是,88261134,1110118,1110125,施絜心,(02)2652-6688,台北市南港區經貿二路188號12樓,陳金榮,陳正華,陳正華,黃伊芃,,241997000,華南商業銀行股份有限公司,(02)2371-3111,臺北市信義區松仁路123號,,2026-05-18
1150517,00903,富邦元宇宙,國外成分證券指數股票型基金,富邦元宇宙ETF證券投資信託基金,Fubon Solactive Metaverse ETF,Solactive元宇宙指數,是,不適用,不適用,不適用,不適用,是,88261140,1110114,1110124,王辰方,(02)8771-6688,台北市敦化南路一段108號8樓,黃昭棠,黃昭棠,呂其倫,呂其倫,,54721000,彰化商業銀行股份有限公司,(02)2536-2951,台北市中山區中山北路二段57號12樓,,2026-05-18
1150517,00904,新光臺灣半導體30,國內成分證券指數股票型基金,新光臺灣全市場半導體精選30ETF證券投資信託基金,Shin Kong TIP Taiwan Semiconductor 30 ETF,臺灣指數公司臺灣全市場半導體精選30指數,否,不適用,不適用,不適用,不適用,否,88265048,1110223,1110307,詹佳峰,(02)2501-3838,台北市中山區南京東路二段167號11樓,賴昭吟,葉柱均,葉柱均,NA,,172112000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-18
1150517,00905,FT臺灣Smart,國內成分證券指數股票型基金,富蘭克林華美臺灣Smart ETF證券投資信託基金,Franklin Templeton SinoAm Taiwan Smart ETF,臺灣指數公司特選Smart多因子指數,是,不適用,不適用,不適用,不適用,否,88266320,1110413,1110421,江明鴻,(02)2781-9599,106台北市大安區忠孝東路四段87號12樓,黃書明,王亞立,王亞立,無,無,334827000,臺灣集中保管結算所股份有限公司,(02)2719-5805,&#160;台北市復興北路363號11樓,,2026-05-18
1150517,00906,大華元宇宙科技50,國外成分證券指數股票型基金,大華銀元宇宙科技與服務ETF證券投資信託基金,United Metaverse Technology and Services ETF,Solactive元宇宙科技與服務指數,,不適用,不適用,不適用,不適用,是,88281125,1110506,1110517,鄭翰紘,((02)2719)7005,臺北市松山區民生東路三段109號15樓,張文傑,張耿豪,王政修,無,無,1271000,臺灣集中保管結算所股份有限公司,(02)27195805,台北市復興北路363號11樓,,2026-05-18
1150517,00907,永豐優息存股,國內成分證券指數股票型基金,永豐台灣優選入息存股ETF證券投資信託基金,SinoPac Taiwan Superior Dividend Highlight Stocks ETF,臺灣指數公司特選臺灣優選入息存股指數,是,不適用,不適用,不適用,不適用,否,88313702,1110517,1110524,沈裕鈜,(02)2361-8110,100台北市博愛路17號13樓及14樓,陳思寬,陳傳毅,濮樂偉,王麗君,,185633000,永豐證券投資信託股份有限公司,(02)2361-8110,100台北市博愛路17號13樓及14樓,,2026-05-18
1150517,00908,富邦入息REITs+,國外成分證券指數股票型基金,富邦全球入息不動產與基礎建設ETF證券投資信託基金,Fubon Global Dividend REITs and Infrastructure ETF,全球入息不動產與基礎建設指數,是,不適用,不適用,不適用,不適用,是,88313560,1110510,1110520,蘇筱婷,(02)8771-6688,台北市敦化南路一段108號8樓,黃昭棠,黃昭棠,呂其倫,呂其倫,,36916000,彰化商業銀行股份有限公司,(02)2536-2951,台北市中山區中山北路二段57號12樓,,2026-05-18
1150517,00909,國泰全球數位支付服務ETF基金,國外成分證券指數股票型基金,國泰全球數位支付服務ETF證券投資信託基金,Cathay Global Digital Payment Services ETF,Solactive全球數位支付服務指數,是,不適用,不適用,不適用,不適用,是,88317046,1110701,1110713,楊庭杰,(02)2700-8399,台北市大安區敦化南路二段39號6樓,李偉正,鄭立誠,張雍川,陳麗萍,國泰證券投資信託股份有限公司,148204000,台灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-18
1150517,00910,第一金太空衛星,國外成分證券指數股票型基金,第一金太空衛星ETF證券投資信託基金,FSITC Aerospace and Satellite ETF,太空衛星指數,是,不適用,不適用,不適用,不適用,是,88316551,1110712,1110720,曾萬勝,(02)2504-1000,台北市10477民權東路三段6號7樓,尤昭文,林雅菁,高子敬,何芮凝,無,93439000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-18
1150517,00911,兆豐洲際半導體,國外成分證券指數股票型基金,兆豐洲際半導體ETF證券投資信託基金,Mega ICE Semiconductor ETF,洲際半導體指數,否,不適用,不適用,不適用,不適用,是,88317812,1110617,1110627,張嘉祐,(02)2175-8388,台北市松山區復興北路167號17樓,陳佩君,陳文雄,NA,黃若愷,無,18403000,華南商業銀行,(02)2371-3111,台北市信義區松仁路123號15樓,,2026-05-18
1150517,00912,中信臺灣智慧50,國內成分證券指數股票型基金,中國信託臺灣智慧50ETF證券投資信託基金,CTBC TIP Customized Taiwan Smart Factor 50 ETF,臺灣指數公司特選臺灣上市上櫃智慧50指數,是,不適用,不適用,不適用,不適用,否,88319403,1110622,1110629,韓聖弘,(02)2652-6688,台北市南港區經貿二路188號12樓,陳金榮,陳正華,陳正華,黃伊芃,,59253000,彰化商業銀行股份有限公司,(02)2536-2951,臺北市中山區中山北路二段57號,,2026-05-18
1150517,00913,兆豐台灣晶圓製造ETF,國內成分證券指數股票型基金,兆豐特選台灣晶圓製造 ETF證券投資信託基金,Mega Taiwan Wafer Manufacture ETF,臺灣晶圓製造指數,是,不適用,不適用,不適用,不適用,否,88321560,1110801,1110808,吳朋鴻,(02)2175-8388,台北市松山區復興北路167號17樓,陳佩君,陳文雄,NA,黃若愷,無,20266000,華南商業銀行,(02)2371-3111,台北市信義區松仁路123號15樓,,2026-05-18
1150517,00915,凱基優選高股息30,國內成分證券指數股票型基金,凱基台灣優選高股息30ETF證券投資信託基金,KGI Taiwan Premium Selection High Dividend 30 ETF,臺灣指數公司特選臺灣上市上櫃多因子優選高股息30指數,是,不適用,不適用,不適用,不適用,否,88324665,1110801,1110809,李郁馨,(02)8502-2299,台北市中山區明水路698號,丁紹曾,張慈恩,張慈恩,無,,628483000,彰化商業銀行,(02)2536-2951,台北市中山區中山北路二段57號12樓,,2026-05-18
1150517,00916,國泰全球品牌50,國外成分證券指數股票型基金,國泰全球品牌50ETF證券投資信託基金,Cathay Global Top 50 Brands ETF,NYSE FactSet 全球品牌50指數,是,不適用,不適用,不適用,不適用,是,88325405,1110916,1110926,李翰林,(02)2700-8399,台北市大安區敦化南路二段39號6樓,李偉正,鄭立誠,張雍川,陳麗萍,國泰證券投資信託股份有限公司,62419000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-18
1150517,00917,中信特選金融,國外成分證券指數股票型基金,中國信託特選金融及數據ETF證券投資信託基金,CTBC Selected Financials and Data Industry ETF,NYSE FactSet 特選金融及數據指數,是,不適用,不適用,不適用,不適用,是,88326299,1110818,1110826,張苡琤,(02)2652-6688,台北市南港區經貿二路188號12樓,陳金榮,陳正華,陳正華,黃伊芃,,63978000,永豐商業銀行股份有限公司,(02)2505-9999,臺北市中山區南京東路3段36號,,2026-05-18
1150517,00918,大華優利高填息30 ETF,國內成分證券指數股票型基金,大華銀台灣優選股利高填息30ETF證券投資信託基金,United Taiwan High Dividend Recovery ETF,特選台灣優利高填息30指數,是,不適用,不適用,不適用,不適用,否,88329556,1111115,1111124,郭修誠,(02)2719-7005,臺北市松山區民生東路三段109號16樓,張文傑,張耿豪,王政修,無,無,3210264000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,無,2026-05-18
1150517,00919,群益台灣精選高息,國內成分證券指數股票型基金,群益台灣精選高息ETF證券投資信託基金,CAPITAL TIP CUSTOMIZED TAIWAN SELECT HIGH DIVIDEND EXCHANGE TRADED FUND,臺灣指數公司特選臺灣上市上櫃精選高息指數,是,不適用,不適用,不適用,不適用,否,88330879,1111013,1111020,謝明志,(02)2706-7688,台北市大安區敦化南路二段69號15樓,賴政昇,林慧玟,陳明輝,無,無,17855135000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-18
1150517,00920,富邦ESG綠色電力,國外成分證券指數股票型基金,富邦全球ESG綠色電力ETF證券投資信託基金,Fubon Global ESG Green Energy ETF,NYSE  FactSet 全球綠能ESG指數,是,不適用,不適用,不適用,不適用,是,88332996,1111012,1111020,洪珮甄,(02)8771-6688,台北市敦化南路一段108號8樓,黃昭棠,黃昭棠,呂其倫,呂其倫,,17780000,中國信託商業銀行股份有限公司,(02)2381-8890,台北市中正區重慶南路一段77號4樓,,2026-05-18
1150517,00921,兆豐龍頭等權重,國內成分證券指數股票型基金,兆豐台灣產業龍頭存股等權重ETF證券投資信託基金,Mega Taiwan Market Leader EW ETF,特選臺灣產業龍頭存股等權重指數,是,不適用,不適用,不適用,不適用,否,88351249,1120104,1120113,吳朋鴻,(02)2175-8388,台北市松山區復興北路167號17樓,陳佩君,陳文雄,NA,黃若愷,無,61770000,彰化商業銀行,(02)2536-2951,臺北市中山區中山北路2段57號,,2026-05-18
1150517,00922,國泰台灣領袖 50,國內成分證券指數股票型基金,國泰台灣領袖 50 ETF 證券投資信託基金,Cathay MSCI Taiwan Leaders 50 Select ETF,MSCI台灣領袖50精選指數,是,不適用,不適用,不適用,不適用,否,88385923,1120316,1120327,蘇鼎宇,(02)2700-8399,台北市大安區敦化南路二段39號6樓,李偉正,鄭立誠,張雍川,陳麗萍,國泰證券投資信託股份有限公司,1994686000,臺灣集中保管結算所股份有限公司,(02)2381-8890,台北市復興北路363號11樓,,2026-05-18
1150517,00923,群益台ESG低碳50,國內成分證券指數股票型基金,群益台灣ESG低碳50ETF證券投資信託基金,CAPITAL TIP CUSTOMIZED TAIWAN ESG LOW CARBON 50 EXCHANGE TRADED FUND,臺灣指數公司特選臺灣ESG低碳50指數,是,不適用,不適用,不適用,不適用,否,88385901,1120224,1120308,邱郁茹,(02)2706-7688,台北市大安區敦化南路二段69號15樓,賴政昇,林慧玟,陳明輝,無,無,852423000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-18
1150517,00924,復華S&amp;P500成長,國外成分證券指數股票型基金,復華美國標普500成長ETF證券投資信託基金,Fuh Hwa US S&amp;P 500 Growth ETF,標普500成長指數,否,不適用,不適用,不適用,不適用,是,88391777,1120412,1120426,吳允翔,(02)8161-6800,臺北市中山區八德路２段３０８號７樓、８樓及９樓,杜俊雄,張偉智,張偉智,無,,453603000,台北富邦商業銀行股份有限公司,(02)2718-6888,臺北市大安區仁愛路四段169號,,2026-05-18
1150517,00925,新光標普電動車,國外成分證券指數股票型基金,新光標普電動車ETF證券投資信託基金,Shin Kong S&amp;P Electric Vehicles ETF,標普Kensho電動車市值加權指數,否,不適用,不適用,不適用,不適用,是,88392728,1120331,1120418,劉恆誌,(02)25071123,台北市中山區南京東路二段167號11樓,劉坤錫,陳文雄,陳文雄,吳文同,,1751000,臺灣集中保管結算所股份有限公司,(02)27195805,台北市復興北路363號11樓,,2026-05-18
1150517,00926,凱基全球菁英55,國外成分證券指數股票型基金,凱基全球菁英55 ETF證券投資信託基金,KGI Global Industry Elite 55 ETF,彭博全球菁英 55 指數,是,不適用,不適用,不適用,不適用,是,88396230,1120526,1120602,李郁馨,(02)8502-2299,台北市中山區明水路698號,丁紹曾,張慈恩,張慈恩,無,,86982000,華南商業銀行,(02)2371-3111,台北市信義區松仁路123號,,2026-05-18
1150517,00927,群益半導體收益,國內成分證券指數股票型基金,群益台灣半導體收益ETF證券投資信託基金,CAPITAL TIP CUSTOMIZED TAIWAN SEMICONDUCTOR DIVIDEND YIELD EXCHANGE TRADED FUND,臺灣指數公司特選臺灣上市上櫃半導體收益指數,是,不適用,不適用,不適用,不適用,否,88397435,1120529,1120606,謝明志,(02)2706-7688,台北市大安區敦化南路二段69號15樓,賴政昇,林慧玟,陳明輝,無,無,755397000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-18
1150517,00929,復華台灣科技優息,國內成分證券指數股票型基金,復華台灣科技優息ETF證券投資信託基金,Fuh Hwa Taiwan Technology Dividend Highlight ETF,臺灣指數公司特選臺灣上市上櫃科技優息指數,是,不適用,不適用,不適用,不適用,否,88399314,1120601,1120609,許忠成,(02)8161-6800,台北市八德路二段308號8樓,杜俊雄,張偉智,張偉智,無,,4741139000,台北富邦商業銀行股份有限公司,(02)2718-6888,臺北市大安區仁愛路四段169號,,2026-05-18
1150517,00930,永豐ESG低碳高息,國內成分證券指數股票型基金,永豐台灣ESG低碳高息40ETF證券投資信託基金,SinoPac Taiwan ESG Low Carbon High Dividend ETF,臺灣指數公司特選臺灣上市上櫃ESG低碳高息40指數,是,不適用,不適用,不適用,不適用,否,93104629,1120707,1120713,林永祥,(02)2361-8110,100台北市博愛路17號13樓及14樓,陳思寬,陳傳毅,濮樂偉,王麗君,,155279000,永豐證券投資信託股份有限公司,(02)2361-8110,100台北市博愛路17號13樓及14樓,,2026-05-18
1150517,00932,兆豐永續高息等權,國內成分證券指數股票型基金,兆豐台灣ESG永續高股息等權重ETF證券投資信託基金,Mega Taiwan ESG High Dividend Equal Weight ETF,臺灣ESG永續高股息等權重指數,是,不適用,不適用,不適用,不適用,否,93111473,1120822,1120901,吳朋鴻,(02)2175-8388,台北市松山區復興北路167號17樓,陳佩君,陳文雄,NA,黃若愷,無,161283000,彰化商業銀行,(02)2536-2951,臺北市中山區中山北路2段57號,,2026-05-18
1150517,00934,中信成長高股息,國內成分證券指數股票型基金,中國信託臺灣優選成長高股息ETF證券投資信託基金,CTBC TIP Customized Taiwan Growth and High Dividend ETF,臺灣指數公司特選臺灣上市上櫃優選成長高股息指數,是,不適用,不適用,不適用,不適用,否,93150242,1121025,1121101,張圭慧,(02)2652-6688,台北市南港區經貿二路188號12樓,陳金榮,陳正華,陳正華,黃伊芃,,408026000,第一商業銀行股份有限公司,(02)2348-1111,臺北市中正區重慶南路一段30號,,2026-05-18
1150517,00935,野村臺灣新科技50,國內成分證券指數股票型基金,野村臺灣創新科技50 ETF證券投資信託基金,NEXT FUNDS – Nomura Taiwan Innovative Technology 50 ETF,臺灣指數公司特選臺灣上市上櫃FactSet創新科技50指數,是,不適用,不適用,不適用,不適用,否,93151376,1121023,1121101,林怡君,(02)8101-5501,台北市信義區信義路五段7號30樓,毛昱文,黃宏治,黃宏治,賴峰彰,,564004000,野村證券投資信託股份有限公司,(02)8101-5501,台北市信義區信義路五段7號30樓,,2026-05-18
1150517,00936,台新永續高息中小型ETF,國內成分證券指數股票型基金,台新臺灣永續高息中小型ETF證券投資信託基金,Taishin TIP Customized Taiwan ESG High Dividend Small/Mid-Cap ETF,台灣永續高息中小型指數,是,不適用,不適用,不適用,不適用,否,93150593,1121030,1121108,黃鈺民,(02)2501-3838,台北市中山區南京東路二段167號11樓,賴昭吟,葉柱均,葉柱均,NA,NA,263797000,兆豐國際商業銀行股份有限公司,(02)2563-3156,台北市吉林路一○○號,,2026-05-18
1150517,00938,凱基優選30,國內成分證券指數股票型基金,凱基台灣優選30 ETF證券投資信託基金,KGI Taiwan Premium Selection 30 ETF,臺灣指數公司特選臺灣上市上櫃優選多因子30指數,是,不適用,不適用,不適用,不適用,否,93159187,1131014,1131023,李郁馨,(02)8502-2299,台北市中山區明水路698號,丁紹曾,張慈恩,張慈恩,無,,82516000,第一商業銀行股份有限公司,(02)2348-1111,台北市重慶南路一段30號,,2026-05-18
1150517,00939,統一台灣高息動能ETF基金,國內成分證券指數股票型基金,統一台灣高息動能ETF證券投資信託基金,UPAMC Taiwan High Dividend Momentum ETF,特選臺灣高息動能指數,是,不適用,不適用,不適用,不適用,否,93168221,1130308,1130320,林良一,(02)2747-8388,台北市松山區東興路8號8樓,鄧潤澤,董永寬,董永寬,董永寬,,1306476000,華南商業銀行,(02)2371-3111,台北市信義區松仁路123號15樓,,2026-05-18
1150517,00940,元大台灣價值高息,國內成分證券指數股票型基金,元大臺灣價值高息ETF證券投資信託基金,Yuanta Taiwan Value High Dividend ETF,臺灣指數公司特選臺灣價值高息指數,是,不適用,不適用,不適用,不適用,否,93176257,1130318,1130401,邱鉦淵,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,6004365000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-18
1150517,00941,中信上游半導體,國外成分證券指數股票型基金,中國信託上游半導體ETF證券投資信託基金,CTBC Upstream Semiconductor ETF,NYSE FactSet 上游半導體指數,是,不適用,不適用,不適用,不適用,是,93176279,1130306,1130315,葉松炫,(02)2652-6688,台北市南港區經貿二路188號12樓,陳金榮,陳正華,陳正華,黃伊芃,,461791000,第一商業銀行股份有限公司,(02)2348-1111,臺北市中正區重慶南路一段30號,,2026-05-18
1150517,00943,兆豐電子高息等權,國內成分證券指數股票型基金,兆豐台灣電子成長高息等權重ETF證券投資信託基金,Mega Taiwan IT Growth and High Dividend Equal Weight ETF,臺灣電子成長高息等權重指數,是,不適用,不適用,不適用,不適用,否,93211796,1130509,1130520,吳朋鴻,(02)2175-8388,台北市松山區復興北路167號17樓,陳佩君,陳文雄,NA,黃若愷,無,42889000,臺灣土地銀行股份有限公司,(02)2348-3456,台北市中正區懷寧街53號,,2026-05-18
1150517,00944,野村趨勢動能高息,國內成分證券指數股票型基金,野村臺灣趨勢動能高股息ETF證券投資信託基金,NEXT FUNDS – Nomura Taiwan Momentum High Dividend ETF,臺灣指數公司特選臺灣上市上櫃FactSet臺灣趨勢動能高股息指數,是,不適用,不適用,不適用,不適用,否,93212660,1130429,1130509,林怡君,(02)8101-5501,台北市信義區信義路五段7號30樓,毛昱文,黃宏治,黃宏治,賴峰彰,,59581000,野村證券投資信託股份有限公司,(02)8101-5501,台北市信義區信義路五段7號30樓,,2026-05-18
1150517,00945B,凱基美國非投等債,國外成分證券指數股票型基金,凱基美國優選收益非投資等級債券ETF證券投資信託基金,KGI US Premium Selection High Yield Bond ETF,彭博美國企業非投資等級1-5年Ba至B債券指數,是,不適用,不適用,不適用,不適用,是,93213801,1130422,1130502,王韻茹,(02)8502-2299,台北市中山區明水路698號,丁紹曾,張慈恩,張慈恩,張慈恩,無,867318000,永豐商業銀行,(02)2508-2288,台北市南京東路三段36號,,2026-05-18
1150517,00946,群益科技高息成長,國內成分證券指數股票型基金,群益台灣科技高息成長ETF證券投資信託基金,CAPITAL TAIWAN TECH HIGH DIVIDEND AND GROWTH ETF,臺灣指數公司特選臺灣上市上櫃科技高息成長指數,是,不適用,不適用,不適用,不適用,否,93215250,1130429,1130509,洪祥益,(02)2706-7688,台北市大安區敦化南路二段69號15樓,賴政昇,林慧玟,陳明輝,無,無,503246000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-18
1150517,00947,台新臺灣IC設計動能ETF基金,國內成分證券指數股票型基金,台新臺灣IC設計動能ETF證券投資信託基金,Taishin Taiwan IC Design and Momentum ETF,台灣IC設計動能指數,是,不適用,不適用,不適用,不適用,否,93216764,1130531,1130612,黃鈺民,(02)2501-3838,台北市中山區南京東路二段167號11樓,賴昭吟,葉柱均,葉柱均,NA,NA,188364000,合作金庫商業銀行股份有限公司,(02)2311-8001,台北市長安東路二段225 號10 樓,,2026-05-18
1150517,00949,復華日本龍頭,國外成分證券指數股票型基金,復華日本護城河優勢龍頭企業ETF證券投資信託基金,Fuh Hwa Japan Global Moat Leaders ETF,NYSE FactSet日本護城河優勢龍頭企業指數,是,不適用,不適用,不適用,不適用,是,93220253,1130620,1130701,劉昌祚,(02)8161-6800,台北市八德路二段308號8樓,杜俊雄,張偉智,張偉智,無,,196928000,第一商業銀行股份有限公司,(02)2348-1111,台北市重慶南路一段30號,,2026-05-18
1150517,00951,台新日本半導體ETF,國外成分證券指數股票型基金,台新日本半導體ETF證券投資信託基金,Taishin NYSE FactSet Japan Semiconductor ETF,NYSE FactSet日本半導體指數,是,不適用,不適用,不適用,不適用,是,00508426,1130716,1130725,邱麒安,(02)2501-3838,台北市中山區南京東路二段167號11樓,賴昭吟,葉柱均,葉柱均,NA,NA,234042000,兆豐國際商業銀行股份有限公司,(02)2563-3156,臺北市中山區吉林路100 號,,2026-05-18
1150517,00952,凱基台灣AI 50,國內成分證券指數股票型基金,凱基優選台灣AI 50 ETF證券投資信託基金,KGI Taiwan Premium Selection AI 50 ETF,臺灣指數公司特選臺灣上市上櫃FactSet優選AI 50指數,是,不適用,不適用,不適用,不適用,否,00512110,1130826,1130905,李郁馨,(02)8502-2299,台北市中山區明水路698號,丁紹曾,張慈恩,張慈恩,無,,227775000,第一商業銀行股份有限公司,(02)2348-1111,台北市重慶南路一段30號,,2026-05-18
1150517,00953B,群益優選非投等債,國外成分證券指數股票型基金,群益優選收益非投資等級債券ETF證券投資信託基金,CAPITAL BB-B COUPON ENHANCED HIGH YIELD BOND EXCHANGE TRADED FUND,ICE 1-5 年 BB-B 級成熟市場信用優息美元非投資等級債券指數,是,不適用,不適用,不適用,不適用,是,00512532,1130812,1130821,李忠泰,(02)2706-7688,台北市大安區敦化南路二段69號15樓,賴政昇,林慧玟,陳明輝,無,無,4425175000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-18
